cProdANP
110203073
110204001
110204002
140101027
140101026
850101002
740101008
740101005
740101004
740101001
740101006
740101002
110203083
910101001
110103001
330101001
110203091
120204001
110106001
120206001
110101001
110101042
810201001
110201067
110204003
330201005
330201006
330201004
110105001
110203072
110203001
110201001
110101002
110203002
120205010
110203003
530206002
110204004
110204005
110204006
110204007
110204008
110204009
110204010
110204011
110105027
110103003
110103002
110105002
110205001
110107009
110107013
110107014
110107012
120203002
120205001
110203004
120203001
530102001
530101002
530202003
530202004
530202002
530202001
110206023
110108001
110105017
110206019
110205023
110201002
120202001
110101003
140202001
110101004
110103004
110103005
110101051
110207010
110203097
110205037
110101005
110203096
110204012
110204013
110204014
110102001
110107007
120207003
110201003
110201004
110201005
110201006
110206001
110205002
110203005
110205003
330201001
110206002
110101006
110101007
110101038
120205002
820101001
820101010
140301005
140301002
140301004
140301003
140301001
840101001
840101003
840101002
840101004
110206003
110201007
120201001
110201008
110103017
110205004
110203077
110101008
110203006
110203007
110201009
110203008
110203009
110203010
120203004
110206004
610101009
610801001
120205003
110205005
610811001
610803003
610812001
610805001
610806003
110203092
110204015
210202003
210202001
210203005
210202002
110107010
110105018
110203011
110203012
110101009
110104001
110104006
110101054
110106010
610802001
610802002
110202007
110104011
110106002
140201001
110111002
110103022
110103006
110105003
110201010
110201011
530206001
530204001
530204002
530204003
110201064
110201012
110101010
110101011
110108002
110107001
110105030
120202002
110202011
110106003
110201066
110108003
110203085
110201013
110207001
110205034
110105023
110101012
110205031
110201014
620501002
620501001
610101005
610101006
530101001
530201004
530201001
530201002
530201003
530101020
530101018
110205006
110201015
110203013
110202001
110105033
120104001
110107017
110107018
120102001
120104002
120205009
610804001
540101002
540101001
110107002
610806006
610806007
610806008
610806009
620601003
620101009
110201016
110101013
120207001
110206020
110104008
110201017
110108004
110201018
330201007
110205007
110203086
110205008
340101002
130202002
430101002
130202003
560101002
130202004
820101032
820101026
820101027
820101005
820101022
820101031
820101014
820101016
820101017
820101018
820101019
820101020
820101021
860101001
330101003
130202006
110203014
420201001
420201003
120204010
110103007
110204017
110204051
110204018
110205035
110205022
110203069
110203015
110203104
610903001
610903002
110206005
110203016
110203017
110203018
110203088
110203019
530203009
530203006
530203007
530203008
530205004
530205005
530205003
530205001
530205002
530101003
530101019
530203005
530203003
530203004
530203001
530203002
110101014
620101002
110107015
720101001
720101002
120205004
110203079
110203020
110201019
110203021
110108005
110101015
110104002
110101016
110206025
120203007
620101007
140102001
110105004
110107003
110203095
210301001
810102001
810102004
810102003
810102002
130201002
810103001
810101002
810101001
810101006
810101003
810101004
810101005
210301002
330201010
611003001
611003002
611003003
110204016
110105005
110104012
110105006
110105007
110103019
110104003
610904001
110206006
110206007
110203022
110204019
110206008
110206009
110101043
110201020
110104009
110105034
110203023
110101017
110101018
210302004
210101001
210302003
210302002
210204001
220101003
220101004
220101002
220101001
220101005
220101006
130202001
130202005
520101001
320101001
320101003
320101002
320102001
320102002
320102004
320102003
320102005
320201001
320201002
320103001
320103003
220102001
320301002
110204020
110114003
110114001
110114002
110203024
120205012
110207002
110203087
730101002
210203001
210203002
110104005
140101023
140101024
140101025
650101004
650101003
650101001
110207003
110201021
110103013
110201022
110203025
110203026
110206011
110206010
110106013
110203027
110203028
330101008
330101002
330101009
110202009
110201068
620101001
610201001
610201002
610201003
710101001
110203074
610808001
610808002
110201023
110107016
110103008
110203029
120205005
110204021
110204022
110204023
110105037
620101004
610502001
620101005
610502002
850101003
330101010
110202002
110202003
110207004
110101046
110204024
410101003
110113001
110105015
110101019
110203098
110103015
110205025
110204025
110204026
110204027
120204009
110205026
110204028
110204029
110203080
120207004
110203030
110105025
110203031
110203084
110203032
110204030
110205009
110103021
110104004
110201024
110201025
110201026
110201027
110201028
110201029
110201030
110205036
110207005
110204031
110207006
110201031
110201032
110201033
120204002
110101020
120203006
220102002
110105008
110203033
110105009
110201034
110204053
110203034
110203035
110107008
640201001
120205011
110101021
120103001
110203036
120204003
110201035
110204032
110101022
110201036
110101023
110101024
110101025
110101039
110204033
120207002
110202004
110202005
110201069
110203037
110201037
140201002
110203078
120203005
110201038
110201039
120101001
110201040
110201041
740101007
640101001
140201003
110205027
110103009
110103010
110205010
120203008
110301001
110208001
110203038
110203089
110201042
110101026
620501003
620502001
110203039
110202008
620503001
110204034
110207009
611201002
611201003
611201001
610803002
110110001
310101001
310102001
310103001
611207003
110101027
110205011
110201062
110203040
610801002
610801004
610801005
610801003
610905001
610101002
610401002
610906002
610813002
610101003
610401003
610813003
610906003
610101004
610401004
610906004
610813004
611102001
611102002
611102003
611102004
611001001
611001002
611001003
611001004
611001005
611202001
611202002
611202003
110203041
110203042
110203043
110203094
110206024
110203044
430101001
110206021
120204004
110207007
611203002
110203045
110201043
110203046
110203047
110203048
110203099
110203081
430101004
510101003
510101001
510101002
510102003
510102001
510102002
510201001
510201002
510201003
510201004
510201005
510201006
510301003
510103001
140101015
140101009
140101016
140101017
140101005
140101014
140101018
140101006
140101028
140101021
140101010
140101012
140101013
140101001
140101030
140101011
140101003
140101002
140101008
140101007
140101019
140101004
560101001
420301003
420105001
420101004
420101005
420101003
420102004
420102005
420102003
420104001
420301005
820101033
820101034
420106001
820101011
820101003
820101013
820101012
420106002
420107001
420301001
420301004
420203001
420203002
420201002
420202001
820101030
820101025
820101006
820101036
820101015
820101035
611207002
611402001
611301001
611302001
610601001
610601002
610701001
610702001
611501001
611401001
510301002
620601001
660101001
620401001
620301001
620201001
630101001
611207004
611402002
110202006
110203093
110204035
110203049
110201044
110201045
110206012
120203003
110101052
320301001
320103002
650101002
140201004
310102002
640401001
611007001
611107001
611207006
610814001
610907001
140101029
740101003
810201002
530103001
340101003
430101003
560101003
611207001
210302001
210204002
130201001
530104001
140101022
610201004
510301001
420301002
620601004
620505001
610501001
610503001
620101008
610101010
110208002
110110002
130202008
410103001
610302001
330101007
330201009
730101001
110205033
110203050
110101028
611106002
611103001
611104001
611106003
611101007
611106001
110101049
110101029
110101030
110104007
110111001
110203102
610809002
610809001
610809003
610809004
120205006
110205032
110203051
110101050
110201065
110105028
110104010
110105016
110209006
110209001
110209005
110209002
110209003
110209004
611204001
110201046
110106007
110101031
611207005
110207008
110203082
610809005
610809006
610809007
610809008
610301001
110101032
110101047
110105021
110105010
611206001
611206002
620101003
210201001
210203003
210201002
210203004
210201003
610809009
610809010
610809011
110105020
110105022
110205012
620601002
120206003
110204036
110204037
110204038
110203101
410101002
410101001
850101006
410102001
410102002
850101001
850101005
850101004
850101007
110103014
110203052
330101005
330101006
110205029
110203053
120204008
110203054
110204039
110201047
110201048
110103011
550101001
550101005
550101002
550101003
550101004
130202007
110105011
110105032
110201049
110101048
110105031
110101033
110101040
110101045
110101041
110204040
110105019
110205030
110204041
110105024
110105036
110105035
110203070
110203055
110101053
110204042
110203075
110201050
110201051
110201052
110201053
120201002
110105029
110107011
110203056
110204043
110203103
110203090
110103018
110106004
110106005
110106006
110205028
110105012
120204005
110205013
110201054
110101044
110204044
110203057
110203058
120206002
610805002
610803001
610812002
610811002
610806001
610807001
610810001
610806004
610812003
610806005
610811003
610810002
610807002
610805003
610812004
610806002
610812005
610812006
120206004
330101004
110204045
110204046
110201063
110204055
110206013
110203059
110203060
611101001
611101002
611101003
611101004
611101005
611101006
610101001
610401001
610906001
610813001
611203001
610905002
610905003
610905004
610905005
110206015
110206014
110204052
110205015
110205014
611105001
611105002
611105003
611105004
611105005
110204047
611203003
110106011
110205016
110203061
110205017
110204054
110106009
110101057
110203062
110206016
120205007
