cProdANP
120201003
620101006
120205008
120204006
110201055
110201056
110201057
110103020
110103024
110103016
110106012
110205018
110107005
330201002
620504001
110101034
110103023
110101055
110101056
110107004
610101007
610101008
110105014
110205019
110103012
110203063
611004001
611004002
611004003
611004004
120204007
110204048
110105013
110204049
110206017
110109001
110107006
110203100
110206027
120207006
110201059
110201058
640301001
110101035
611002001
611002002
611002003
110101036
611205001
110206022
110101037
110202010
110205020
120207005
110206018
110108006
611005001
611005002
110203076
110205021
330201003
130101001
110201060
110203071
611006001
611006002
611006003
110203065
110203064
110206026
110204050
110203066
110203067
110201061
110203068
110105026
110106008
610902001
610901001
610901002
610901003
610902002
610902003
610901004
