NCM,Início de vigência da NCM,Fim de vigência da NCM,uTrib para uso em operações de Exportação (Abreviatura),Descrição da uTrib utilizada em operações de Exportação,
28257010,2016-01-01 00:00:00,,KG,Quilograma,
28257090,2016-01-01 00:00:00,,KG,Quilograma,
28258010,2016-01-01 00:00:00,,KG,Quilograma,
28258090,2016-01-01 00:00:00,,KG,Quilograma,
28259010,2016-01-01 00:00:00,,KG,Quilograma,
28259020,2016-01-01 00:00:00,,KG,Quilograma,
28259090,2016-01-01 00:00:00,,KG,Quilograma,
28261200,2016-01-01 00:00:00,,KG,Quilograma,
28261910,2016-01-01 00:00:00,,KG,Quilograma,
28261920,2016-01-01 00:00:00,,KG,Quilograma,
28261990,2016-01-01 00:00:00,,KG,Quilograma,
28263000,2016-01-01 00:00:00,,KG,Quilograma,
28269010,2016-01-01 00:00:00,,KG,Quilograma,
28269020,2016-01-01 00:00:00,,KG,Quilograma,
28269090,2016-01-01 00:00:00,,KG,Quilograma,
28271000,2016-01-01 00:00:00,,KG,Quilograma,
28272010,2016-01-01 00:00:00,,KG,Quilograma,
28272090,2016-01-01 00:00:00,,KG,Quilograma,
28273110,2016-01-01 00:00:00,,KG,Quilograma,
28273190,2016-01-01 00:00:00,,KG,Quilograma,
28273200,2016-01-01 00:00:00,,KG,Quilograma,
28273500,2016-01-01 00:00:00,,KG,Quilograma,
28273910,2016-01-01 00:00:00,,KG,Quilograma,
28273920,2016-01-01 00:00:00,,KG,Quilograma,
28273940,2016-01-01 00:00:00,,KG,Quilograma,
28273950,2016-01-01 00:00:00,,KG,Quilograma,
28273960,2016-01-01 00:00:00,,KG,Quilograma,
28273970,2016-01-01 00:00:00,,KG,Quilograma,
28273991,2016-01-01 00:00:00,,KG,Quilograma,
28273992,2016-01-01 00:00:00,,KG,Quilograma,
28273993,2016-01-01 00:00:00,,KG,Quilograma,
28273994,2016-01-01 00:00:00,,KG,Quilograma,
28273995,2016-01-01 00:00:00,,KG,Quilograma,
28273996,2016-01-01 00:00:00,,KG,Quilograma,
28273997,2016-01-01 00:00:00,,KG,Quilograma,
28273931,2024-04-01 00:00:00,,KG,Quilograma,
28273939,2024-04-01 00:00:00,,KG,Quilograma,
28273999,2016-01-01 00:00:00,,KG,Quilograma,
28274110,2016-01-01 00:00:00,,KG,Quilograma,
28274120,2016-01-01 00:00:00,,KG,Quilograma,
28274911,2016-01-01 00:00:00,,KG,Quilograma,
28274912,2016-01-01 00:00:00,,KG,Quilograma,
28274919,2016-01-01 00:00:00,,KG,Quilograma,
28274921,2016-01-01 00:00:00,,KG,Quilograma,
28274929,2016-01-01 00:00:00,,KG,Quilograma,
28275100,2016-01-01 00:00:00,,KG,Quilograma,
28275900,2016-01-01 00:00:00,,KG,Quilograma,
28276011,2016-01-01 00:00:00,,KG,Quilograma,
28276012,2016-01-01 00:00:00,,KG,Quilograma,
28276019,2016-01-01 00:00:00,,KG,Quilograma,
28276021,2016-01-01 00:00:00,,KG,Quilograma,
28276029,2016-01-01 00:00:00,,KG,Quilograma,
28281000,2016-01-01 00:00:00,,KG,Quilograma,
28289011,2016-01-01 00:00:00,,KG,Quilograma,
28289019,2016-01-01 00:00:00,,KG,Quilograma,
28289020,2016-01-01 00:00:00,,KG,Quilograma,
28289090,2016-01-01 00:00:00,,KG,Quilograma,
28291100,2016-01-01 00:00:00,,KG,Quilograma,
28291910,2016-01-01 00:00:00,,KG,Quilograma,
28291920,2016-01-01 00:00:00,,KG,Quilograma,
28291990,2016-01-01 00:00:00,,KG,Quilograma,
28299011,2016-01-01 00:00:00,,KG,Quilograma,
28299012,2016-01-01 00:00:00,,KG,Quilograma,
28299019,2016-01-01 00:00:00,,KG,Quilograma,
28299021,2016-01-01 00:00:00,,KG,Quilograma,
28299022,2016-01-01 00:00:00,,KG,Quilograma,
28299029,2016-01-01 00:00:00,,KG,Quilograma,
28299031,2016-01-01 00:00:00,,KG,Quilograma,
28299032,2016-01-01 00:00:00,,KG,Quilograma,
28299039,2016-01-01 00:00:00,,KG,Quilograma,
28299040,2016-01-01 00:00:00,,KG,Quilograma,
28299050,2016-01-01 00:00:00,,KG,Quilograma,
28301010,2016-01-01 00:00:00,,KG,Quilograma,
28301020,2016-01-01 00:00:00,,KG,Quilograma,
28309011,2016-01-01 00:00:00,,KG,Quilograma,
28309012,2016-01-01 00:00:00,,KG,Quilograma,
28309013,2016-01-01 00:00:00,,KG,Quilograma,
28309014,2016-01-01 00:00:00,,KG,Quilograma,
28309015,2016-01-01 00:00:00,,KG,Quilograma,
28309016,2016-01-01 00:00:00,,KG,Quilograma,
28309019,2016-01-01 00:00:00,,KG,Quilograma,
28309020,2016-01-01 00:00:00,,KG,Quilograma,
28311011,2016-01-01 00:00:00,,KG,Quilograma,
28311019,2016-01-01 00:00:00,,KG,Quilograma,
28311021,2016-01-01 00:00:00,,KG,Quilograma,
28311029,2016-01-01 00:00:00,,KG,Quilograma,
28319010,2016-01-01 00:00:00,,KG,Quilograma,
28319090,2016-01-01 00:00:00,,KG,Quilograma,
28321010,2016-01-01 00:00:00,,KG,Quilograma,
28321090,2016-01-01 00:00:00,,KG,Quilograma,
28322000,2016-01-01 00:00:00,,KG,Quilograma,
28323010,2016-01-01 00:00:00,,KG,Quilograma,
28323020,2016-01-01 00:00:00,,KG,Quilograma,
28323090,2016-01-01 00:00:00,,KG,Quilograma,
28331110,2016-01-01 00:00:00,,KG,Quilograma,
28331190,2016-01-01 00:00:00,,KG,Quilograma,
28331900,2016-01-01 00:00:00,,KG,Quilograma,
28332100,2016-01-01 00:00:00,,KG,Quilograma,
28332200,2016-01-01 00:00:00,,KG,Quilograma,
28332400,2016-01-01 00:00:00,,KG,Quilograma,
28332510,2016-01-01 00:00:00,,KG,Quilograma,
28332520,2016-01-01 00:00:00,,KG,Quilograma,
28332710,2016-01-01 00:00:00,,KG,Quilograma,
28332790,2016-01-01 00:00:00,,KG,Quilograma,
28332910,2016-01-01 00:00:00,,KG,Quilograma,
28332920,2016-01-01 00:00:00,,KG,Quilograma,
28332930,2016-01-01 00:00:00,,KG,Quilograma,
28332940,2016-01-01 00:00:00,,KG,Quilograma,
28332950,2016-01-01 00:00:00,,KG,Quilograma,
28332960,2016-01-01 00:00:00,,KG,Quilograma,
28332970,2016-01-01 00:00:00,,KG,Quilograma,
28332990,2016-01-01 00:00:00,,KG,Quilograma,
28333000,2016-01-01 00:00:00,,KG,Quilograma,
28334010,2016-01-01 00:00:00,,KG,Quilograma,
28334020,2016-01-01 00:00:00,,KG,Quilograma,
28334090,2016-01-01 00:00:00,,KG,Quilograma,
28341010,2016-01-01 00:00:00,,KG,Quilograma,
28341090,2016-01-01 00:00:00,,KG,Quilograma,
28342110,2016-01-01 00:00:00,,KG,Quilograma,
28342190,2016-01-01 00:00:00,,KG,Quilograma,
28342910,2016-01-01 00:00:00,,KG,Quilograma,
28342930,2016-01-01 00:00:00,,KG,Quilograma,
28342940,2016-01-01 00:00:00,,KG,Quilograma,
28342990,2016-01-01 00:00:00,,KG,Quilograma,
28351011,2016-01-01 00:00:00,,KG,Quilograma,
28351019,2016-01-01 00:00:00,,KG,Quilograma,
28351021,2016-01-01 00:00:00,,KG,Quilograma,
28351029,2016-01-01 00:00:00,,KG,Quilograma,
28352200,2016-01-01 00:00:00,,KG,Quilograma,
28352400,2016-01-01 00:00:00,,KG,Quilograma,
28352500,2016-01-01 00:00:00,,KG,Quilograma,
28352600,2016-01-01 00:00:00,,KG,Quilograma,
28352910,2016-01-01 00:00:00,,KG,Quilograma,
28352920,2016-01-01 00:00:00,,KG,Quilograma,
28352930,2016-01-01 00:00:00,,KG,Quilograma,
28352940,2016-01-01 00:00:00,,KG,Quilograma,
28352950,2016-01-01 00:00:00,,KG,Quilograma,
28352960,2016-01-01 00:00:00,,KG,Quilograma,
28352970,2016-01-01 00:00:00,,KG,Quilograma,
28352980,2016-01-01 00:00:00,,KG,Quilograma,
28352990,2016-01-01 00:00:00,,KG,Quilograma,
28353110,2016-01-01 00:00:00,,KG,Quilograma,
28353190,2016-01-01 00:00:00,,KG,Quilograma,
28353910,2016-01-01 00:00:00,,KG,Quilograma,
28353920,2016-01-01 00:00:00,,KG,Quilograma,
28353930,2016-01-01 00:00:00,,KG,Quilograma,
28353990,2016-01-01 00:00:00,,KG,Quilograma,
28362010,2016-01-01 00:00:00,,KG,Quilograma,
28362090,2016-01-01 00:00:00,,KG,Quilograma,
28363000,2016-01-01 00:00:00,,KG,Quilograma,
28364000,2016-01-01 00:00:00,,KG,Quilograma,
28365000,2016-01-01 00:00:00,,KG,Quilograma,
28366010,2016-01-01 00:00:00,,KG,Quilograma,
28366090,2016-01-01 00:00:00,,KG,Quilograma,
28369100,2016-01-01 00:00:00,,KG,Quilograma,
28369200,2016-01-01 00:00:00,,KG,Quilograma,
28369911,2016-01-01 00:00:00,,KG,Quilograma,
28369912,2016-01-01 00:00:00,,KG,Quilograma,
28369913,2016-01-01 00:00:00,,KG,Quilograma,
28369919,2016-01-01 00:00:00,,KG,Quilograma,
28369920,2016-01-01 00:00:00,,KG,Quilograma,
28371100,2016-01-01 00:00:00,,KG,Quilograma,
28371911,2016-01-01 00:00:00,,KG,Quilograma,
28371912,2016-01-01 00:00:00,,KG,Quilograma,
28371914,2016-01-01 00:00:00,,KG,Quilograma,
28371915,2016-01-01 00:00:00,,KG,Quilograma,
28371919,2016-01-01 00:00:00,,KG,Quilograma,
28371920,2016-01-01 00:00:00,,KG,Quilograma,
28372011,2016-01-01 00:00:00,,KG,Quilograma,
28372012,2016-01-01 00:00:00,,KG,Quilograma,
28372019,2016-01-01 00:00:00,,KG,Quilograma,
28372021,2016-01-01 00:00:00,,KG,Quilograma,
28372022,2016-01-01 00:00:00,,KG,Quilograma,
28372023,2016-01-01 00:00:00,,KG,Quilograma,
28372029,2016-01-01 00:00:00,,KG,Quilograma,
28372090,2016-01-01 00:00:00,,KG,Quilograma,
28391100,2016-01-01 00:00:00,,KG,Quilograma,
28391900,2016-01-01 00:00:00,,KG,Quilograma,
28399010,2016-01-01 00:00:00,,KG,Quilograma,
28399020,2016-01-01 00:00:00,,KG,Quilograma,
28399030,2016-01-01 00:00:00,,KG,Quilograma,
28399040,2016-01-01 00:00:00,,KG,Quilograma,
28399050,2016-01-01 00:00:00,,KG,Quilograma,
28399090,2016-01-01 00:00:00,,KG,Quilograma,
28401100,2016-01-01 00:00:00,,KG,Quilograma,
28401900,2016-01-01 00:00:00,,KG,Quilograma,
28402000,2016-01-01 00:00:00,,KG,Quilograma,
28403000,2016-01-01 00:00:00,,KG,Quilograma,
28413000,2016-01-01 00:00:00,,KG,Quilograma,
28415011,2016-01-01 00:00:00,,KG,Quilograma,
28415012,2016-01-01 00:00:00,,KG,Quilograma,
28415013,2016-01-01 00:00:00,,KG,Quilograma,
28415014,2016-01-01 00:00:00,,KG,Quilograma,
28415015,2016-01-01 00:00:00,,KG,Quilograma,
28415016,2016-01-01 00:00:00,,KG,Quilograma,
28415019,2016-01-01 00:00:00,,KG,Quilograma,
28415020,2016-01-01 00:00:00,,KG,Quilograma,
28416100,2016-01-01 00:00:00,,KG,Quilograma,
28416910,2016-01-01 00:00:00,,KG,Quilograma,
28416920,2016-01-01 00:00:00,,KG,Quilograma,
28416930,2016-01-01 00:00:00,,KG,Quilograma,
28417010,2016-01-01 00:00:00,,KG,Quilograma,
28417020,2016-01-01 00:00:00,,KG,Quilograma,
28417090,2016-01-01 00:00:00,,KG,Quilograma,
28418010,2016-01-01 00:00:00,,KG,Quilograma,
28418020,2016-01-01 00:00:00,,KG,Quilograma,
28418090,2016-01-01 00:00:00,,KG,Quilograma,
28419011,2016-01-01 00:00:00,,KG,Quilograma,
28419012,2016-01-01 00:00:00,,KG,Quilograma,
28419013,2016-01-01 00:00:00,,KG,Quilograma,
28419014,2016-01-01 00:00:00,,KG,Quilograma,
28419015,2016-01-01 00:00:00,,KG,Quilograma,
28419019,2016-01-01 00:00:00,,KG,Quilograma,
28419021,2016-01-01 00:00:00,,KG,Quilograma,
28419022,2016-01-01 00:00:00,,KG,Quilograma,
28419029,2016-01-01 00:00:00,,KG,Quilograma,
28419030,2016-01-01 00:00:00,,KG,Quilograma,
28419041,2016-01-01 00:00:00,,KG,Quilograma,
28419042,2016-01-01 00:00:00,,KG,Quilograma,
28419043,2016-01-01 00:00:00,,KG,Quilograma,
28419049,2016-01-01 00:00:00,,KG,Quilograma,
28419050,2016-01-01 00:00:00,,KG,Quilograma,
28419060,2016-01-01 00:00:00,,KG,Quilograma,
28419070,2016-01-01 00:00:00,,KG,Quilograma,
28419081,2016-01-01 00:00:00,,KG,Quilograma,
28419082,2016-01-01 00:00:00,,KG,Quilograma,
28419083,2016-01-01 00:00:00,,KG,Quilograma,
28419089,2016-01-01 00:00:00,,KG,Quilograma,
28419090,2016-01-01 00:00:00,,KG,Quilograma,
28421010,2016-01-01 00:00:00,,KG,Quilograma,
28421090,2016-01-01 00:00:00,,KG,Quilograma,
28429000,2016-01-01 00:00:00,,KG,Quilograma,
28431000,2016-01-01 00:00:00,,KG,Quilograma,
28432100,2016-01-01 00:00:00,,KG,Quilograma,
28432910,2016-01-01 00:00:00,,KG,Quilograma,
28432990,2016-01-01 00:00:00,,KG,Quilograma,
28433010,2016-01-01 00:00:00,,KG,Quilograma,
28433090,2016-01-01 00:00:00,,KG,Quilograma,
28439011,2016-01-01 00:00:00,,KG,Quilograma,
28439019,2016-01-01 00:00:00,,KG,Quilograma,
28439020,2017-07-01 00:00:00,,KG,Quilograma,
28439030,2017-07-01 00:00:00,,KG,Quilograma,
28439040,2024-04-01 00:00:00,,KG,Quilograma,
28439090,2016-01-01 00:00:00,,KG,Quilograma,
28441000,2016-01-01 00:00:00,,KG,Quilograma,
28442000,2016-01-01 00:00:00,,KG,Quilograma,
28443000,2016-01-01 00:00:00,,KG,Quilograma,
28444100,2022-04-01 00:00:00,,KG,Quilograma,
28444200,2022-04-01 00:00:00,,KG,Quilograma,
28444310,2022-04-01 00:00:00,,KG,Quilograma,
28444320,2022-04-01 00:00:00,,KG,Quilograma,
28444330,2022-04-01 00:00:00,,KG,Quilograma,
28444390,2022-04-01 00:00:00,,KG,Quilograma,
28444400,2022-04-01 00:00:00,,KG,Quilograma,
28445000,2016-01-01 00:00:00,,KG,Quilograma,
28451000,2016-01-01 00:00:00,,KG,Quilograma,
28452000,2022-04-01 00:00:00,,KG,Quilograma,
28453000,2022-04-01 00:00:00,,KG,Quilograma,
28454000,2022-04-01 00:00:00,,KG,Quilograma,
28459000,2016-01-01 00:00:00,,KG,Quilograma,
28461010,2016-01-01 00:00:00,,KG,Quilograma,
28461090,2016-01-01 00:00:00,,KG,Quilograma,
28469010,2016-01-01 00:00:00,,KG,Quilograma,
28469020,2016-01-01 00:00:00,,KG,Quilograma,
28469030,2016-01-01 00:00:00,,KG,Quilograma,
28469090,2016-01-01 00:00:00,,KG,Quilograma,
28470000,2016-01-01 00:00:00,,KG,Quilograma,
28491000,2016-01-01 00:00:00,,KG,Quilograma,
28492000,2016-01-01 00:00:00,,KG,Quilograma,
28499010,2016-01-01 00:00:00,,KG,Quilograma,
28499020,2016-01-01 00:00:00,,KG,Quilograma,
28499030,2016-01-01 00:00:00,,KG,Quilograma,
28499090,2016-01-01 00:00:00,,KG,Quilograma,
28500010,2016-01-01 00:00:00,,QUILAT,Quilate,
28500020,2016-01-01 00:00:00,,KG,Quilograma,
28500090,2016-01-01 00:00:00,,KG,Quilograma,
28521011,2016-01-01 00:00:00,,KG,Quilograma,
28521012,2016-01-01 00:00:00,,KG,Quilograma,
28521013,2016-01-01 00:00:00,,KG,Quilograma,
28521014,2016-01-01 00:00:00,,KG,Quilograma,
28521019,2016-01-01 00:00:00,,KG,Quilograma,
28521021,2016-01-01 00:00:00,,KG,Quilograma,
28521022,2016-01-01 00:00:00,,KG,Quilograma,
28521023,2016-01-01 00:00:00,,KG,Quilograma,
28521024,2016-01-01 00:00:00,,KG,Quilograma,
28521025,2016-01-01 00:00:00,,KG,Quilograma,
28521029,2016-01-01 00:00:00,,KG,Quilograma,
28529000,2016-01-01 00:00:00,,KG,Quilograma,
28531000,2017-01-01 00:00:00,,KG,Quilograma,
28539011,2017-01-01 00:00:00,,KG,Quilograma,
28539012,2017-01-01 00:00:00,,KG,Quilograma,
28539013,2017-01-01 00:00:00,,KG,Quilograma,
28539019,2017-01-01 00:00:00,,KG,Quilograma,
28539020,2017-01-01 00:00:00,,KG,Quilograma,
28539030,2017-01-01 00:00:00,,KG,Quilograma,
28539090,2017-01-01 00:00:00,,KG,Quilograma,
29011000,2016-01-01 00:00:00,,KG,Quilograma,
29012100,2016-01-01 00:00:00,,KG,Quilograma,
29012200,2016-01-01 00:00:00,,KG,Quilograma,
29012300,2016-01-01 00:00:00,,KG,Quilograma,
29012410,2016-01-01 00:00:00,,KG,Quilograma,
29012420,2016-01-01 00:00:00,,KG,Quilograma,
29012900,2016-01-01 00:00:00,,KG,Quilograma,
29021100,2016-01-01 00:00:00,,KG,Quilograma,
29021910,2016-01-01 00:00:00,,KG,Quilograma,
29021990,2016-01-01 00:00:00,,KG,Quilograma,
29022000,2016-01-01 00:00:00,,KG,Quilograma,
29023000,2016-01-01 00:00:00,,KG,Quilograma,
29024100,2016-01-01 00:00:00,,KG,Quilograma,
29024200,2016-01-01 00:00:00,,KG,Quilograma,
29024300,2016-01-01 00:00:00,,KG,Quilograma,
29024400,2016-01-01 00:00:00,,KG,Quilograma,
29025000,2016-01-01 00:00:00,,KG,Quilograma,
29026000,2016-01-01 00:00:00,,KG,Quilograma,
29027000,2016-01-01 00:00:00,,KG,Quilograma,
29029010,2016-01-01 00:00:00,,KG,Quilograma,
29029020,2016-01-01 00:00:00,,KG,Quilograma,
29029030,2016-01-01 00:00:00,,KG,Quilograma,
29029040,2016-01-01 00:00:00,,KG,Quilograma,
29029090,2016-01-01 00:00:00,,KG,Quilograma,
29031110,2016-01-01 00:00:00,,KG,Quilograma,
29031120,2016-01-01 00:00:00,,KG,Quilograma,
29031200,2016-01-01 00:00:00,,KG,Quilograma,
29031300,2016-01-01 00:00:00,,KG,Quilograma,
29031400,2016-01-01 00:00:00,,KG,Quilograma,
29031500,2016-01-01 00:00:00,,KG,Quilograma,
29031910,2016-01-01 00:00:00,,KG,Quilograma,
29031920,2016-01-01 00:00:00,,KG,Quilograma,
29031990,2016-01-01 00:00:00,,KG,Quilograma,
29032100,2016-01-01 00:00:00,,KG,Quilograma,
29032200,2016-01-01 00:00:00,,KG,Quilograma,
29032300,2016-01-01 00:00:00,,KG,Quilograma,
29032910,2021-07-01 00:00:00,,KG,Quilograma,
29032990,2021-07-01 00:00:00,,KG,Quilograma,
29034100,2022-04-01 00:00:00,,KG,Quilograma,
29034200,2022-04-01 00:00:00,,KG,Quilograma,
29034300,2022-04-01 00:00:00,,KG,Quilograma,
29034400,2022-04-01 00:00:00,,KG,Quilograma,
29034510,2022-04-01 00:00:00,,KG,Quilograma,
29034520,2022-04-01 00:00:00,,KG,Quilograma,
29034600,2022-04-01 00:00:00,,KG,Quilograma,
29034700,2022-04-01 00:00:00,,KG,Quilograma,
29034800,2022-04-01 00:00:00,,KG,Quilograma,
29034900,2022-04-01 00:00:00,,KG,Quilograma,
29035100,2022-04-01 00:00:00,,KG,Quilograma,
29035910,2022-04-01 00:00:00,,KG,Quilograma,
29035990,2022-04-01 00:00:00,,KG,Quilograma,
29036100,2022-04-01 00:00:00,,KG,Quilograma,
29036200,2022-04-01 00:00:00,,KG,Quilograma,
29036910,2022-04-01 00:00:00,,KG,Quilograma,
29036920,2022-04-01 00:00:00,,KG,Quilograma,
29036990,2022-04-01 00:00:00,,KG,Quilograma,
29037100,2016-01-01 00:00:00,,KG,Quilograma,
29037200,2016-01-01 00:00:00,,KG,Quilograma,
29037300,2016-01-01 00:00:00,,KG,Quilograma,
29037400,2016-01-01 00:00:00,,KG,Quilograma,
29037500,2016-01-01 00:00:00,,KG,Quilograma,
29037600,2016-01-01 00:00:00,,KG,Quilograma,
29037711,2016-01-01 00:00:00,,KG,Quilograma,
29037712,2016-01-01 00:00:00,,KG,Quilograma,
29037713,2016-01-01 00:00:00,,KG,Quilograma,
29037721,2016-01-01 00:00:00,,KG,Quilograma,
29037722,2016-01-01 00:00:00,,KG,Quilograma,
29037723,2016-01-01 00:00:00,,KG,Quilograma,
29037724,2016-01-01 00:00:00,,KG,Quilograma,
29037731,2016-01-01 00:00:00,,KG,Quilograma,
29037732,2016-01-01 00:00:00,,KG,Quilograma,
29037733,2016-01-01 00:00:00,,KG,Quilograma,
29037734,2016-01-01 00:00:00,,KG,Quilograma,
29037735,2016-01-01 00:00:00,,KG,Quilograma,
29037736,2016-01-01 00:00:00,,KG,Quilograma,
29037737,2016-01-01 00:00:00,,KG,Quilograma,
29037790,2016-01-01 00:00:00,,KG,Quilograma,
29037800,2016-01-01 00:00:00,,KG,Quilograma,
29037911,2016-01-01 00:00:00,,KG,Quilograma,
29037912,2016-01-01 00:00:00,,KG,Quilograma,
29037919,2016-01-01 00:00:00,,KG,Quilograma,
29037920,2016-01-01 00:00:00,,KG,Quilograma,
29037931,2016-01-01 00:00:00,,KG,Quilograma,
29037939,2016-01-01 00:00:00,,KG,Quilograma,
29037990,2016-01-01 00:00:00,,KG,Quilograma,
29038110,2016-01-01 00:00:00,,KG,Quilograma,
29038120,2021-07-01 00:00:00,,KG,Quilograma,
29038130,2021-07-01 00:00:00,,KG,Quilograma,
29038190,2016-01-01 00:00:00,,KG,Quilograma,
29038210,2016-01-01 00:00:00,,KG,Quilograma,
29038220,2016-01-01 00:00:00,,KG,Quilograma,
29038230,2016-01-01 00:00:00,,KG,Quilograma,
29038300,2017-01-01 00:00:00,,KG,Quilograma,
29038910,2021-07-01 00:00:00,,KG,Quilograma,
29038990,2021-07-01 00:00:00,,KG,Quilograma,
29039110,2016-01-01 00:00:00,,KG,Quilograma,
29039120,2016-01-01 00:00:00,,KG,Quilograma,
29039130,2016-01-01 00:00:00,,KG,Quilograma,
29039210,2016-01-01 00:00:00,,KG,Quilograma,
29039220,2016-01-01 00:00:00,,KG,Quilograma,
29039300,2017-01-01 00:00:00,,KG,Quilograma,
29039400,2017-01-01 00:00:00,,KG,Quilograma,
29039911,2016-01-01 00:00:00,,KG,Quilograma,
29039912,2016-01-01 00:00:00,,KG,Quilograma,
29039913,2016-01-01 00:00:00,,KG,Quilograma,
29039914,2016-01-01 00:00:00,,KG,Quilograma,
29039915,2016-01-01 00:00:00,,KG,Quilograma,
29039916,2016-01-01 00:00:00,,KG,Quilograma,
29039917,2016-01-01 00:00:00,,KG,Quilograma,
29039918,2016-01-01 00:00:00,,KG,Quilograma,
29039919,2016-01-01 00:00:00,,KG,Quilograma,
29039921,2016-01-01 00:00:00,,KG,Quilograma,
29039922,2016-01-01 00:00:00,,KG,Quilograma,
29039923,2016-01-01 00:00:00,,KG,Quilograma,
29039924,2016-01-01 00:00:00,,KG,Quilograma,
29039929,2016-01-01 00:00:00,,KG,Quilograma,
29039931,2016-01-01 00:00:00,,KG,Quilograma,
29039939,2016-01-01 00:00:00,,KG,Quilograma,
29039990,2016-01-01 00:00:00,,KG,Quilograma,
29041011,2016-01-01 00:00:00,,KG,Quilograma,
29041012,2016-01-01 00:00:00,,KG,Quilograma,
29041013,2016-01-01 00:00:00,,KG,Quilograma,
29041019,2016-01-01 00:00:00,,KG,Quilograma,
29041020,2016-01-01 00:00:00,,KG,Quilograma,
29041030,2016-01-01 00:00:00,,KG,Quilograma,
29041040,2016-01-01 00:00:00,,KG,Quilograma,
29041051,2016-01-01 00:00:00,,KG,Quilograma,
29041052,2016-01-01 00:00:00,,KG,Quilograma,
29041053,2016-01-01 00:00:00,,KG,Quilograma,
29041059,2016-01-01 00:00:00,,KG,Quilograma,
29041060,2016-01-01 00:00:00,,KG,Quilograma,
29041090,2016-01-01 00:00:00,,KG,Quilograma,
29042010,2016-01-01 00:00:00,,KG,Quilograma,
29042020,2016-01-01 00:00:00,,KG,Quilograma,
29042030,2016-01-01 00:00:00,,KG,Quilograma,
29042041,2016-01-01 00:00:00,,KG,Quilograma,
29042049,2016-01-01 00:00:00,,KG,Quilograma,
29042051,2016-01-01 00:00:00,,KG,Quilograma,
29042052,2016-01-01 00:00:00,,KG,Quilograma,
29042059,2016-01-01 00:00:00,,KG,Quilograma,
29042060,2016-01-01 00:00:00,,KG,Quilograma,
29042070,2016-01-01 00:00:00,,KG,Quilograma,
29042090,2016-01-01 00:00:00,,KG,Quilograma,
29043100,2017-01-01 00:00:00,,KG,Quilograma,
29043200,2017-01-01 00:00:00,,KG,Quilograma,
29043300,2017-01-01 00:00:00,,KG,Quilograma,
29043400,2017-01-01 00:00:00,,KG,Quilograma,
29043500,2017-01-01 00:00:00,,KG,Quilograma,
29043600,2017-01-01 00:00:00,,KG,Quilograma,
29049100,2017-01-01 00:00:00,,KG,Quilograma,
29049911,2017-01-01 00:00:00,,KG,Quilograma,
29049912,2017-01-01 00:00:00,,KG,Quilograma,
29049913,2017-01-01 00:00:00,,KG,Quilograma,
29049914,2017-01-01 00:00:00,,KG,Quilograma,
29049915,2017-01-01 00:00:00,,KG,Quilograma,
29049916,2017-01-01 00:00:00,,KG,Quilograma,
29049919,2017-01-01 00:00:00,,KG,Quilograma,
29049921,2017-01-01 00:00:00,,KG,Quilograma,
29049929,2017-01-01 00:00:00,,KG,Quilograma,
29049930,2017-01-01 00:00:00,,KG,Quilograma,
29049940,2017-01-01 00:00:00,,KG,Quilograma,
29049990,2017-01-01 00:00:00,,KG,Quilograma,
29051100,2016-01-01 00:00:00,,KG,Quilograma,
29051210,2016-01-01 00:00:00,,KG,Quilograma,
29051220,2016-01-01 00:00:00,,KG,Quilograma,
29051300,2016-01-01 00:00:00,,KG,Quilograma,
29051410,2016-01-01 00:00:00,,KG,Quilograma,
29051420,2016-01-01 00:00:00,,KG,Quilograma,
29051430,2016-01-01 00:00:00,,KG,Quilograma,
29051600,2016-01-01 00:00:00,,KG,Quilograma,
29051710,2016-01-01 00:00:00,,KG,Quilograma,
29051720,2016-01-01 00:00:00,,KG,Quilograma,
29051730,2016-01-01 00:00:00,,KG,Quilograma,
29051911,2016-01-01 00:00:00,,KG,Quilograma,
29051912,2016-01-01 00:00:00,,KG,Quilograma,
29051919,2016-01-01 00:00:00,,KG,Quilograma,
29051921,2016-01-01 00:00:00,,KG,Quilograma,
29051922,2016-01-01 00:00:00,,KG,Quilograma,
29051923,2016-01-01 00:00:00,,KG,Quilograma,
29051929,2016-01-01 00:00:00,,KG,Quilograma,
29051991,2016-01-01 00:00:00,,KG,Quilograma,
29051992,2016-01-01 00:00:00,,KG,Quilograma,
29051993,2016-01-01 00:00:00,,KG,Quilograma,
29051994,2016-01-01 00:00:00,,KG,Quilograma,
29051995,2016-01-01 00:00:00,,KG,Quilograma,
29051996,2016-01-01 00:00:00,,KG,Quilograma,
29051999,2016-01-01 00:00:00,,KG,Quilograma,
29052210,2016-01-01 00:00:00,,KG,Quilograma,
